Date,Open,High,Low,Close,Adj Close,Volume
03/20/18,334.9430542,339.9051514,325.0187988,334.9430542,251.0944214,3803616
03/21/18,334.9430542,339.9051514,332.4619751,339.9051514,254.8143158,1864929
03/22/18,339.9051514,339.9051514,334.9430542,334.9430542,251.0944214,554400
03/23/18,334.9430542,339.9051514,322.5377502,339.9051514,254.8143158,8428858
03/26/18,339.9051514,339.9051514,334.9430542,334.9430542,251.0944214,2379225
03/27/18,337.4241028,339.9051514,334.9430542,337.4241028,252.9543457,1750864
03/28/18,337.4241028,342.3862305,337.4241028,342.3862305,256.6743469,6729584
03/29/18,342.3862305,342.3862305,337.4241028,337.4241028,252.9543457,1495328
03/30/18,337.4241028,337.4241028,337.4241028,337.4241028,252.9543457,0
04/02/18,339.9051514,339.9051514,337.4241028,337.4241028,252.9543457,5121602
04/03/18,337.4241028,339.9051514,334.9430542,337.4241028,252.9543457,3946700
04/04/18,337.4241028,339.9051514,334.9430542,337.4241028,252.9543457,700305
04/05/18,337.4241028,337.4241028,334.9430542,337.4241028,252.9543457,942137
04/06/18,337.4241028,342.3862305,334.9430542,339.9051514,254.8143158,8330916
04/09/18,339.9051514,347.3483276,339.9051514,347.3483276,260.3941956,20175049
04/10/18,349.8294067,357.272583,347.3483276,352.3104553,264.1141357,7358348
04/11/18,352.3104553,367.1968079,347.3483276,367.1968079,275.2738647,10823198
04/12/18,369.677887,372.1589355,359.7536316,367.1968079,275.2738647,11128914
04/13/18,367.1968079,372.1589355,367.1968079,369.677887,277.1338806,3303024
04/16/18,369.677887,369.677887,369.677887,369.677887,277.1338806,0
04/17/18,369.677887,369.677887,369.677887,369.677887,277.1338806,0
04/18/18,372.1589355,377.1210632,364.7157593,374.6399841,280.8536987,9507631
04/19/18,374.6399841,374.6399841,374.6399841,374.6399841,280.8536987,0
04/20/18,374.6399841,374.6399841,374.6399841,374.6399841,280.8536987,0
04/23/18,382.0831909,382.0831909,369.677887,369.677887,277.1338806,6814830
04/24/18,387.0452881,387.0452881,369.677887,377.1210632,282.7136841,8416363
04/25/18,377.1210632,377.1210632,377.1210632,377.1210632,282.7136841,0
04/26/18,377.1210632,377.1210632,377.1210632,377.1210632,282.7136841,0
04/27/18,377.1210632,377.1210632,377.1210632,377.1210632,282.7136841,0
04/30/18,374.6399841,409.3748169,374.6399841,404.4127197,303.1732483,38648608
05/01/18,404.4127197,404.4127197,404.4127197,404.4127197,303.1732483,0
05/02/18,406.8937683,421.7801208,404.4127197,416.8180237,312.473053,20354408
05/03/18,419.2990723,421.7801208,414.3369446,419.2990723,314.3329773,17359317
05/04/18,419.2990723,421.7801208,396.9695435,406.8937683,305.0332031,11635351
05/07/18,419.2990723,419.2990723,406.8937683,409.3748169,306.893158,10517482
05/08/18,419.2990723,419.2990723,396.9695435,404.4127197,303.1732483,3161552
05/09/18,404.4127197,406.8937683,396.9695435,404.4127197,303.1732483,4386432
05/10/18,404.4127197,404.4127197,404.4127197,404.4127197,303.1732483,0
05/11/18,404.4127197,416.8180237,404.4127197,416.8180237,312.473053,8391575
05/14/18,416.8180237,416.8180237,406.8937683,414.3369446,310.6130676,3682499
05/15/18,414.3369446,416.8180237,404.4127197,404.4127197,303.1732483,1590852
05/16/18,404.4127197,406.8937683,374.6399841,396.9695435,297.5933838,16085667
05/17/18,396.9695435,404.4127197,396.9695435,399.450592,299.4533386,1154547
05/18/18,399.450592,406.8937683,396.9695435,399.450592,299.4533386,8046360
05/21/18,399.450592,401.9316406,394.4884644,399.450592,299.4533386,8563075
05/22/18,399.450592,401.9316406,396.9695435,399.450592,299.4533386,8086464
05/23/18,399.450592,419.2990723,399.450592,416.8180237,312.473053,13554692
05/24/18,421.7801208,441.6286011,416.8180237,434.1854248,325.4927063,23370659
05/25/18,434.1854248,436.6664734,431.7043762,436.6664734,327.3527222,16582632
05/28/18,436.6664734,436.6664734,431.7043762,436.6664734,327.3527222,6233626
05/29/18,436.6664734,436.6664734,436.6664734,436.6664734,327.3527222,0
05/30/18,436.6664734,436.6664734,431.7043762,436.6664734,327.3527222,5114347
05/31/18,436.6664734,436.6664734,421.7801208,434.1854248,325.4927063,24247906
06/01/18,434.1854248,434.1854248,434.1854248,434.1854248,325.4927063,0
06/04/18,434.1854248,439.1475525,406.8937683,411.855896,308.7531738,13226606
06/05/18,411.855896,419.2990723,411.855896,414.3369446,310.6130676,6068576
06/06/18,416.8180237,419.2990723,414.3369446,416.8180237,312.473053,2391317
06/07/18,416.8180237,426.7422485,416.8180237,424.2612,318.0529785,9543301
06/08/18,424.2612,424.2612,411.855896,419.2990723,325.3688965,5271336
06/11/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/12/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/13/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/14/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/15/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/18/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/19/18,419.2990723,419.2990723,419.2990723,419.2990723,325.3688965,0
06/20/18,411.855896,473.8823853,411.855896,456.5149536,354.2478333,44054363
06/21/18,461.4770813,483.8066101,446.5907288,451.5528564,350.3973083,39272333
06/22/18,454.033905,466.439209,451.5528564,456.5149536,354.2478333,8397017
06/25/18,456.5149536,461.4770813,441.6286011,446.5907288,346.5467224,12108939
06/26/18,449.0717773,449.0717773,421.7801208,441.6286011,342.6962585,11806649
06/27/18,436.6664734,441.6286011,429.2232971,431.7043762,334.9952698,11501940
06/28/18,421.7801208,431.7043762,334.9430542,399.450592,309.9668579,30839646
06/29/18,399.450592,409.3748169,384.5642395,387.0452881,300.3405762,11574490
07/02/18,387.0452881,406.8937683,387.0452881,396.9695435,308.0415955,12543431
07/03/18,396.9695435,404.4127197,392.0074158,396.9695435,308.0415955,17928025
07/04/18,396.9695435,401.9316406,352.3104553,396.9695435,308.0415955,27280884
07/05/18,399.450592,401.9316406,389.5263672,396.9695435,308.0415955,2795378
07/06/18,396.9695435,396.9695435,389.5263672,396.9695435,308.0415955,1745423
07/09/18,396.9695435,399.450592,394.4884644,396.9695435,308.0415955,488702
07/10/18,396.9695435,404.4127197,394.4884644,396.9695435,308.0415955,3896520
07/11/18,401.9316406,401.9316406,389.5263672,392.0074158,304.1910706,4303201
07/12/18,394.4884644,394.4884644,384.5642395,387.0452881,300.3405762,17354883
07/13/18,387.0452881,404.4127197,387.0452881,401.9316406,311.8920898,5996228
07/16/18,411.855896,414.3369446,387.0452881,401.9316406,311.8920898,3125277
07/17/18,401.9316406,411.855896,401.9316406,411.855896,319.5931396,3388471
07/18/18,387.0452881,414.3369446,387.0452881,414.3369446,321.5184021,15666088
07/19/18,414.3369446,426.7422485,414.3369446,421.7801208,327.2941284,10146672
07/20/18,421.7801208,421.7801208,406.8937683,411.855896,319.5931396,1440312
07/23/18,411.855896,411.855896,401.9316406,409.3748169,317.6678772,1160794
07/24/18,406.8937683,414.3369446,399.450592,414.3369446,321.5184021,3142205
07/25/18,414.3369446,424.2612,411.855896,419.2990723,325.3688965,4041216
07/26/18,419.2990723,426.7422485,414.3369446,419.2990723,325.3688965,2132355
07/27/18,419.2990723,424.2612,414.3369446,416.8180237,323.4436646,3930578
07/30/18,419.2990723,421.7801208,406.8937683,406.8937683,315.7426147,3761296
07/31/18,406.8937683,411.855896,404.4127197,406.8937683,315.7426147,1440916
08/01/18,406.8937683,406.8937683,396.9695435,401.9316406,311.8920898,22534122
08/02/18,401.9316406,404.4127197,367.1968079,399.450592,309.9668579,9689005
08/03/18,399.450592,401.9316406,396.9695435,399.450592,309.9668579,845606
08/06/18,399.450592,416.8180237,399.450592,416.8180237,323.4436646,7314415
08/07/18,419.2990723,431.7043762,419.2990723,429.2232971,333.0699463,10268798
08/08/18,431.7043762,434.1854248,426.7422485,434.1854248,336.9204407,17692642
08/09/18,434.1854248,434.1854248,421.7801208,424.2612,329.2194519,1447567
08/10/18,424.2612,424.2612,416.8180237,419.2990723,325.3688965,5455532
08/13/18,416.8180237,416.8180237,404.4127197,409.3748169,317.6678772,2589014
08/14/18,406.8937683,406.8937683,396.9695435,404.4127197,313.8173523,1030608
08/15/18,404.4127197,409.3748169,396.9695435,401.9316406,311.8920898,1386705
08/16/18,396.9695435,404.4127197,392.0074158,401.9316406,311.8920898,2441295
08/17/18,401.9316406,401.9316406,401.9316406,401.9316406,311.8920898,0
08/20/18,401.9316406,406.8937683,399.450592,401.9316406,311.8920898,645288
08/21/18,401.9316406,409.3748169,401.9316406,404.4127197,313.8173523,2240574
08/22/18,404.4127197,404.4127197,404.4127197,404.4127197,313.8173523,0
08/23/18,401.9316406,404.4127197,394.4884644,401.9316406,311.8920898,7026030
08/24/18,399.450592,401.9316406,394.4884644,396.9695435,308.0415955,1997936
08/27/18,396.9695435,401.9316406,394.4884644,396.9695435,308.0415955,3636551
08/28/18,399.450592,401.9316406,396.9695435,399.450592,309.9668579,4817095
08/29/18,399.450592,401.9316406,396.9695435,399.450592,309.9668579,1351438
08/30/18,399.450592,401.9316406,396.9695435,396.9695435,308.0415955,3119231
08/31/18,396.9695435,411.855896,394.4884644,411.855896,319.5931396,9801860
09/03/18,411.855896,424.2612,404.4127197,424.2612,329.2194519,9838941
09/04/18,426.7422485,434.1854248,416.8180237,421.7801208,327.2941284,7539923
09/05/18,421.7801208,421.7801208,396.9695435,406.8937683,315.7426147,35086420
09/06/18,406.8937683,421.7801208,396.9695435,414.3369446,321.5184021,10292376
09/07/18,421.7801208,421.7801208,416.8180237,419.2990723,325.3688965,2648062
09/10/18,419.2990723,421.7801208,406.8937683,409.3748169,317.6678772,1383884
09/11/18,409.3748169,409.3748169,409.3748169,409.3748169,317.6678772,0
09/12/18,414.3369446,421.7801208,411.855896,421.7801208,327.2941284,8191661
09/13/18,421.7801208,426.7422485,416.8180237,416.8180237,323.4436646,7314415
09/14/18,421.7801208,424.2612,416.8180237,421.7801208,327.2941284,7304137
09/17/18,421.7801208,421.7801208,406.8937683,409.3748169,317.6678772,823438
09/18/18,416.8180237,416.8180237,411.855896,416.8180237,323.4436646,1819182
09/19/18,416.8180237,421.7801208,411.855896,421.7801208,327.2941284,10712560
09/20/18,421.7801208,424.2612,416.8180237,419.2990723,325.3688965,2242791
09/21/18,421.7801208,424.2612,416.8180237,419.2990723,325.3688965,11669409
09/24/18,419.2990723,424.2612,419.2990723,421.7801208,327.2941284,10518892
09/25/18,424.2612,424.2612,419.2990723,421.7801208,327.2941284,5033736
09/26/18,424.2612,424.2612,421.7801208,424.2612,329.2194519,631383
09/27/18,424.2612,424.2612,419.2990723,424.2612,329.2194519,2996098
09/28/18,421.7801208,424.2612,416.8180237,416.8180237,323.4436646,11851186
10/01/18,416.8180237,424.2612,414.3369446,421.7801208,327.2941284,6546799
10/02/18,421.7801208,426.7422485,419.2990723,424.2612,329.2194519,14288854
10/03/18,424.2612,424.2612,411.855896,414.3369446,321.5184021,3025320
10/04/18,421.7801208,421.7801208,401.9316406,404.4127197,313.8173523,10683741
10/05/18,401.9316406,406.8937683,399.450592,401.9316406,311.8920898,2821173
10/08/18,404.4127197,414.3369446,396.9695435,396.9695435,308.0415955,7321267
10/09/18,396.9695435,401.9316406,396.9695435,399.450592,309.9668579,586846
10/10/18,399.450592,401.9316406,396.9695435,396.9695435,308.0415955,939719
10/11/18,396.9695435,396.9695435,387.0452881,394.4884644,306.1163025,3351390
10/12/18,394.4884644,401.9316406,389.5263672,401.9316406,311.8920898,4347940
10/15/18,401.9316406,404.4127197,394.4884644,394.4884644,306.1163025,830894
10/16/18,394.4884644,396.9695435,392.0074158,392.0074158,304.1910706,537068
10/17/18,392.0074158,404.4127197,392.0074158,404.4127197,313.8173523,4472887
10/18/18,404.4127197,406.8937683,399.450592,406.8937683,315.7426147,2496110
10/19/18,406.8937683,406.8937683,394.4884644,396.9695435,308.0415955,11656310
10/22/18,399.450592,399.450592,396.9695435,396.9695435,308.0415955,463108
10/23/18,396.9695435,406.8937683,394.4884644,404.4127197,313.8173523,1480617
10/24/18,406.8937683,411.855896,394.4884644,399.450592,309.9668579,5716509
10/25/18,399.450592,404.4127197,396.9695435,399.450592,309.9668579,3612972
10/26/18,401.9316406,404.4127197,396.9695435,396.9695435,308.0415955,1799231
10/29/18,399.450592,401.9316406,396.9695435,399.450592,309.9668579,2340733
10/30/18,399.450592,401.9316406,394.4884644,401.9316406,311.8920898,4714114
10/31/18,401.9316406,406.8937683,396.9695435,396.9695435,308.0415955,4163342
11/01/18,396.9695435,406.8937683,396.9695435,396.9695435,308.0415955,4282242
11/02/18,396.9695435,406.8937683,396.9695435,406.8937683,321.7759399,2710938
11/05/18,406.8937683,406.8937683,401.9316406,401.9316406,317.8517761,2186565
11/06/18,404.4127197,404.4127197,396.9695435,399.450592,315.8897705,1421570
11/07/18,399.450592,401.9316406,399.450592,399.450592,315.8897705,302491
11/08/18,401.9316406,404.4127197,399.450592,399.450592,315.8897705,1577753
11/09/18,404.4127197,404.4127197,392.0074158,394.4884644,311.9656982,12339485
11/12/18,394.4884644,399.450592,392.0074158,394.4884644,311.9656982,1920953
11/13/18,396.9695435,399.450592,392.0074158,399.450592,315.8897705,591884
11/14/18,396.9695435,399.450592,392.0074158,396.9695435,313.9277344,817594
11/15/18,396.9695435,399.450592,394.4884644,396.9695435,313.9277344,813160
11/16/18,396.9695435,399.450592,394.4884644,396.9695435,313.9277344,1726077
11/19/18,396.9695435,401.9316406,394.4884644,399.450592,315.8897705,1107792
11/20/18,399.450592,399.450592,399.450592,399.450592,315.8897705,0
11/21/18,396.9695435,404.4127197,396.9695435,401.9316406,317.8517761,1199890
11/22/18,401.9316406,401.9316406,394.4884644,396.9695435,313.9277344,1262766
11/23/18,396.9695435,399.450592,396.9695435,396.9695435,313.9277344,450210
11/26/18,396.9695435,396.9695435,394.4884644,396.9695435,313.9277344,4363458
11/27/18,396.9695435,399.450592,396.9695435,396.9695435,313.9277344,15028458
11/28/18,396.9695435,401.9316406,394.4884644,396.9695435,313.9277344,3940655
11/29/18,394.4884644,401.9316406,394.4884644,401.9316406,317.8517761,1368770
11/30/18,401.9316406,419.2990723,396.9695435,419.2990723,331.5861816,10851613
12/03/18,421.7801208,421.7801208,396.9695435,416.8180237,329.624115,5914005
12/04/18,414.3369446,416.8180237,406.8937683,411.855896,325.7000427,1909869
12/05/18,406.8937683,414.3369446,401.9316406,411.855896,325.7000427,782125
12/06/18,411.855896,424.2612,409.3748169,416.8180237,329.624115,5093388
12/07/18,419.2990723,436.6664734,419.2990723,431.7043762,341.3963928,14441208
12/10/18,429.2232971,436.6664734,414.3369446,414.3369446,327.6620178,3490444
12/11/18,416.8180237,419.2990723,404.4127197,411.855896,325.7000427,4556117
12/12/18,411.855896,411.855896,396.9695435,401.9316406,317.8517761,7467172
12/13/18,401.9316406,411.855896,401.9316406,406.8937683,321.7759399,2301637
12/14/18,404.4127197,409.3748169,401.9316406,404.4127197,319.8138733,7483294
12/17/18,406.8937683,409.3748169,401.9316406,404.4127197,319.8138733,2626901
12/18/18,406.8937683,406.8937683,401.9316406,401.9316406,317.8517761,1263169
12/19/18,401.9316406,409.3748169,401.9316406,404.4127197,319.8138733,1138223
12/20/18,404.4127197,409.3748169,401.9316406,406.8937683,321.7759399,937301
12/21/18,406.8937683,414.3369446,404.4127197,411.855896,325.7000427,1627933
12/24/18,411.855896,411.855896,411.855896,411.855896,325.7000427,0
12/25/18,411.855896,411.855896,411.855896,411.855896,325.7000427,0
12/26/18,411.855896,419.2990723,401.9316406,416.8180237,329.624115,2108171
12/27/18,416.8180237,421.7801208,416.8180237,416.8180237,329.624115,1497344
12/28/18,419.2990723,421.7801208,401.9316406,416.8180237,329.624115,6626604
12/31/18,416.8180237,416.8180237,416.8180237,416.8180237,329.624115,0
01/01/19,416.8180237,416.8180237,416.8180237,416.8180237,329.624115,0
01/02/19,416.8180237,421.7801208,414.3369446,419.2990723,331.5861816,1399200
01/03/19,419.2990723,426.7422485,414.3369446,426.7422485,337.4723206,2810694
01/04/19,421.7801208,426.7422485,419.2990723,424.2612,335.5102844,546137
01/07/19,424.2612,429.2232971,424.2612,424.2612,335.5102844,2182333
01/08/19,424.2612,426.7422485,419.2990723,421.7801208,333.5482178,596922
01/09/19,421.7801208,424.2612,416.8180237,421.7801208,333.5482178,811951
01/10/19,421.7801208,421.7801208,416.8180237,421.7801208,333.5482178,3540221
01/11/19,421.7801208,424.2612,419.2990723,424.2612,335.5102844,1308513
01/14/19,424.2612,424.2612,419.2990723,421.7801208,333.5482178,431468
01/15/19,421.7801208,421.7801208,414.3369446,414.3369446,327.6620178,1003804
01/16/19,416.8180237,426.7422485,414.3369446,421.7801208,333.5482178,4628264
01/17/19,421.7801208,426.7422485,406.8937683,409.3748169,323.7379456,3719378
01/18/19,414.3369446,416.8180237,404.4127197,404.4127197,319.8138733,20961608
01/21/19,406.8937683,409.3748169,401.9316406,401.9316406,317.8517761,6977865
01/22/19,401.9316406,406.8937683,399.450592,401.9316406,317.8517761,11662960
01/23/19,404.4127197,411.855896,372.1589355,372.1589355,294.307251,15449649
01/24/19,396.9695435,409.3748169,384.5642395,404.4127197,319.8138733,17455243
01/25/19,406.8937683,409.3748169,404.4127197,406.8937683,321.7759399,6541358
01/28/19,409.3748169,409.3748169,406.8937683,406.8937683,321.7759399,6175788
01/29/19,406.8937683,409.3748169,401.9316406,406.8937683,321.7759399,1656550
01/30/19,406.8937683,409.3748169,404.4127197,406.8937683,321.7759399,16187237
01/31/19,406.8937683,409.3748169,404.4127197,406.8937683,321.7759399,9124327
02/01/19,406.8937683,411.855896,404.4127197,406.8937683,321.7759399,17682566
02/04/19,406.8937683,409.3748169,401.9316406,401.9316406,317.8517761,21979721
02/05/19,401.9316406,401.9316406,401.9316406,401.9316406,317.8517761,0
02/06/19,399.450592,414.3369446,399.450592,411.855896,325.7000427,5840851
02/07/19,411.855896,416.8180237,409.3748169,409.3748169,323.7379456,3303024
02/08/19,409.3748169,414.3369446,404.4127197,409.3748169,323.7379456,9601341
02/11/19,409.3748169,414.3369446,406.8937683,409.3748169,323.7379456,17597723
02/12/19,414.3369446,414.3369446,406.8937683,411.855896,325.7000427,8606403
02/13/19,411.855896,411.855896,399.450592,401.9316406,317.8517761,11346563
02/14/19,411.855896,411.855896,401.9316406,401.9316406,317.8517761,4580301
02/15/19,401.9316406,404.4127197,396.9695435,396.9695435,313.9277344,4637937
02/18/19,399.450592,411.855896,399.450592,411.855896,325.7000427,3198431
02/19/19,411.855896,429.2232971,411.855896,426.7422485,337.4723206,13790680
02/20/19,429.2232971,458.9960327,426.7422485,456.5149536,361.0168762,35570890
02/21/19,456.5149536,491.2497864,456.5149536,491.2497864,388.4855652,47712276
02/22/19,491.2497864,496.2119141,461.4770813,491.2497864,388.4855652,12852371
02/25/19,493.7308655,506.1361694,478.8445129,506.1361694,400.2579041,26175106
02/26/19,506.1361694,513.5793457,491.2497864,513.5793457,406.144043,7686635
02/27/19,513.5793457,513.5793457,501.1740417,503.6550903,398.2957764,3815103
02/28/19,503.6550903,513.5793457,491.2497864,513.5793457,406.144043,12976310
03/01/19,513.5793457,528.4656982,508.617218,523.5036011,413.992157,9189219
03/04/19,523.5036011,530.9467773,498.6929626,501.1740417,396.3337708,8729133
03/05/19,503.6550903,508.617218,478.8445129,503.6550903,398.2957764,5357388
03/06/19,503.6550903,503.6550903,493.7308655,496.2119141,392.409668,12047876
03/07/19,496.2119141,496.2119141,496.2119141,496.2119141,392.409668,0
03/08/19,496.2119141,508.617218,493.7308655,503.6550903,398.2957764,4951916
03/11/19,503.6550903,508.617218,493.7308655,498.6929626,394.3717346,2229894
03/12/19,506.1361694,508.617218,496.2119141,506.1361694,400.2579041,1807493
03/13/19,498.6929626,506.1361694,498.6929626,501.1740417,396.3337708,3385247
03/14/19,498.6929626,506.1361694,496.2119141,501.1740417,396.3337708,6035324
03/15/19,501.1740417,506.1361694,496.2119141,506.1361694,400.2579041,7803520
03/18/19,498.6929626,506.1361694,496.2119141,501.1740417,396.3337708,2738547
03/19/19,506.1361694,521.022522,501.1740417,506.1361694,400.2579041,2438272
03/20/19,501.1740417,508.617218,496.2119141,503.6550903,398.2957764,2772202
03/21/19,503.6550903,506.1361694,498.6929626,506.1361694,400.2579041,1875005
03/22/19,501.1740417,503.6550903,498.6929626,498.6929626,394.3717346,1061643
03/25/19,501.1740417,501.1740417,486.2876892,496.2119141,392.409668,2928990
03/26/19,496.2119141,501.1740417,493.7308655,496.2119141,392.409668,7299300
03/27/19,501.1740417,506.1361694,496.2119141,501.1740417,396.3337708,2671237
03/28/19,501.1740417,501.1740417,493.7308655,498.6929626,394.3717346,1144269
03/29/19,496.2119141,501.1740417,493.7308655,501.1740417,396.3337708,1981411
04/01/19,493.7308655,501.1740417,493.7308655,498.6929626,394.3717346,921783
04/02/19,496.2119141,501.1740417,493.7308655,496.2119141,392.409668,4289296
04/03/19,496.2119141,496.2119141,496.2119141,496.2119141,392.409668,0
04/04/19,496.2119141,498.6929626,491.2497864,493.7308655,390.4476318,7317035
04/05/19,496.2119141,501.1740417,493.7308655,498.6929626,394.3717346,3768954
04/08/19,498.6929626,501.1740417,496.2119141,498.6929626,394.3717346,1653325
04/09/19,498.6929626,501.1740417,493.7308655,498.6929626,394.3717346,3816313
04/10/19,506.1361694,506.1361694,498.6929626,503.6550903,398.2957764,2142229
04/11/19,503.6550903,521.022522,498.6929626,506.1361694,400.2579041,4733864
04/12/19,506.1361694,511.0982666,498.6929626,508.617218,402.2199097,1696452
04/15/19,506.1361694,506.1361694,496.2119141,501.1740417,396.3337708,6178610
04/16/19,501.1740417,503.6550903,498.6929626,501.1740417,396.3337708,1303676
04/17/19,501.1740417,501.1740417,501.1740417,501.1740417,396.3337708,0
04/18/19,501.1740417,506.1361694,496.2119141,503.6550903,415.7149353,4268337
04/19/19,503.6550903,503.6550903,503.6550903,503.6550903,415.7149353,0
04/22/19,503.6550903,503.6550903,486.2876892,493.7308655,416.1331482,6378524
04/23/19,493.7308655,498.6929626,493.7308655,493.7308655,416.1331482,1103762
04/24/19,493.7308655,493.7308655,481.3255615,481.3255615,405.6774902,5667135
04/25/19,481.3255615,503.6550903,478.8445129,498.6929626,420.3154297,10428810
04/26/19,498.6929626,501.1740417,491.2497864,491.2497864,414.0420227,10052761
04/29/19,493.7308655,498.6929626,493.7308655,496.2119141,418.2242737,5128655
04/30/19,496.2119141,506.1361694,496.2119141,506.1361694,426.5888062,11812291
05/01/19,506.1361694,506.1361694,506.1361694,506.1361694,426.5888062,0
05/02/19,506.1361694,506.1361694,491.2497864,496.2119141,418.2242737,3212941
05/03/19,496.2119141,496.2119141,468.9202576,488.7687378,411.9509277,17226309
05/06/19,488.7687378,491.2497864,473.8823853,488.7687378,411.9509277,6065755
05/07/19,488.7687378,491.2497864,481.3255615,483.8066101,407.7686462,2473338
05/08/19,483.8066101,491.2497864,471.4013367,486.2876892,409.8597717,8174128
05/09/19,486.2876892,491.2497864,478.8445129,491.2497864,414.0420227,7181407
05/10/19,491.2497864,491.2497864,478.8445129,483.8066101,407.7686462,9442941
05/13/19,483.8066101,488.7687378,478.8445129,483.8066101,407.7686462,7252748
